70年,非共有,62385,有,无抵押,已上传房本照片,普通住宅,满五年,东,集中供暖,2018-01-24,2室1厅1厨1卫,平层,板塔结合,2003年建/板塔结合,商品房,高楼层 (共15层),102.59㎡,裕瑞轩,朝阳奥林匹克公园,2009-03-14,一梯四户,简装,640
70年,非共有,57630,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-03-03,3室2厅1厨2卫,平层,板楼,2010年建/板楼,商品房,中楼层 (共4层),124.59㎡,金色漫香林二期,大兴亦庄,2012-01-09,一梯两户,精装,718
70年,非共有,120068,无,无抵押,已上传房本照片,普通住宅,满五年,东,集中供暖,2017-12-05,1室1厅1厨1卫,平层,板楼,1987年建/板楼,商品房,中楼层 (共6层),41.31㎡,骑河楼大街,东城灯市口,2011-02-17,一梯四户,精装,496
70年,非共有,38353,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2017-11-26,3室1厅1厨2卫,复式,板楼,2002年建/板楼,一类经济适用房,顶层 (共5层),148.62㎡,龙腾苑六区,昌平回龙观,2003-05-27,一梯两户,精装,570
70年,非共有,32202,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,自供暖,2017-11-21,3室2厅1厨2卫,平层,塔楼,2010年建/塔楼,商品房,低楼层 (共7层),136.64㎡,天恒乐活城,房山阎村,2011-07-26,一梯两户,精装,440
70年,非共有,56090,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2017-11-04,2室1厅1厨1卫,平层,板楼,1990年建/板楼,已购公房,顶层 (共6层),62.4㎡,马家堡西里,丰台马家堡,1999-08-17,一梯两户,精装,350
70年,非共有,72989,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2017-10-12,3室2厅1厨2卫,平层,板塔结合,2008年建/板塔结合,商品房,中楼层 (共10层),160.3㎡,金隅凤麟洲,朝阳朝青,2010-04-27,一梯两户,简装,1170
70年,非共有,58874,无,无抵押,已上传房本照片,普通住宅,满五年,东 西,集中供暖,2017-08-30,2室1厅1厨1卫,平层,板楼,1997年建/板楼,已购公房,低楼层 (共6层),69.98㎡,泥洼路5号院,丰台七里庄,2002-10-30,一梯两户,精装,412
70年,非共有,60064,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2017-08-25,3室2厅1厨2卫,平层,板楼,2001年建/板楼,商品房,中楼层 (共6层),129.53㎡,鑫兆丽园,朝阳北苑,2003-04-25,十梯两户,精装,778
70年,非共有,52263,有,无抵押,已上传房本照片,普通住宅,满五年,东南,集中供暖,2017-08-12,3室2厅1厨2卫,平层,塔楼,2001年建/塔楼,私产,顶层 (共24层),145.42㎡,庄维花园,丰台七里庄,2006-02-21,两梯五户,简装,760
70年,非共有,57944,有,无抵押,已上传房本照片,普通住宅,满五年,东北,集中供暖,2017-08-14,3室1厅1厨1卫,平层,塔楼,1979年建/塔楼,已购公房,中楼层 (共16层),73.52㎡,劲松三区,朝阳劲松,2011-05-20,两梯八户,简装,426
70年,非共有,33508,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-02,3室1厅1厨1卫,平层,板楼,1995年建/板楼,商品房,顶层 (共6层),85.95㎡,观音寺南里,大兴观音寺,2005-10-17,一梯两户,简装,288
70年,非共有,51949,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2019-01-02,3室1厅1厨2卫,平层,板塔结合,2005年建/板塔结合,一类经济适用房,低楼层 (共26层),138.6㎡,百环家园,朝阳双井,2010-04-22,两梯七户,精装,720
70年,非共有,62664,有,无抵押,已上传房本照片,普通住宅,满两年,南 北,自供暖,2018-12-13,2室1厅1厨1卫,平层,板楼,2009年建/板楼,商品房,中楼层 (共10层),110.91㎡,奥林匹克花园四期,朝阳东坝,2014-07-28,一梯两户,精装,695
70年,非共有,57796,有,无抵押,已上传房本照片,普通住宅,满五年,西南,自供暖,2018-11-25,2室1厅1厨1卫,平层,塔楼,2006年建/塔楼,一类经济适用房,高楼层 (共22层),96.72㎡,三环新城8号院,丰台玉泉营,2008-12-19,两梯六户,精装,559
70年,非共有,52722,无,有抵押 74万元,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-11-29,2室1厅1厨1卫,平层,板楼,1994年建/板楼,商品房,低楼层 (共6层),58.42㎡,康静里,朝阳东坝,2013-06-07,一梯两户,精装,308
70年,非共有,52785,无,有抵押 10万元,已上传房本照片,普通住宅,满五年,东北,集中供暖,2018-07-21,1室1厅1厨1卫,平层,板楼,2005年建/板楼,商品房,低楼层 (共6层),65.36㎡,佳运园二期,昌平立水桥,2009-12-09,一梯三户,其他,345
70年,非共有,69402,无,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-12-28,1室1厅1厨1卫,平层,板楼,1999年建/板楼,已购公房,中楼层 (共6层),48.99㎡,望园东里,丰台七里庄,2005-08-16,一梯两户,简装,340
70年,非共有,37450,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-11-16,2室1厅1厨1卫,平层,板楼,1998年建/板楼,已购公房,中楼层 (共6层),79.04㎡,德露苑,门头沟滨河西区,1999-05-24,一梯三户,精装,296
70年,非共有,65479,无,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2019-01-05,1室1厅1厨1卫,平层,板楼,1990年建/板楼,已购公房,顶层 (共5层),46.58㎡,莲花池南里,丰台广安门,2001-11-05,一梯九户,简装,305
70年,非共有,59198,有,无抵押,已上传房本照片,普通住宅,满五年,南 西 北,自供暖,2018-12-17,2室1厅1厨1卫,平层,板塔结合,2006年建/板塔结合,商品房,低楼层 (共15层),92.91㎡,鸿业兴园一区,丰台玉泉营,2007-04-26,一梯三户,简装,550
70年,非共有,98098,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-12-29,2室2厅1厨2卫,平层,板塔结合,2004年建/板塔结合,私产,高楼层 (共28层),101.43㎡,富力城A区,朝阳双井,2005-04-01,两梯六户,精装,995
70年,非共有,65983,有,无抵押,已上传房本照片,普通住宅,满五年,东南,集中供暖,2018-09-04,2室2厅1厨2卫,平层,板楼,2006年建/板楼,一类经济适用房,中楼层 (共14层),88.66㎡,首科花园,丰台太平桥,2009-03-12,一梯三户,简装,585
70年,非共有,49552,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-28,2室1厅1厨1卫,平层,板楼,2000年建/板楼,已购公房,中楼层 (共6层),74.67㎡,富丰路8号院,丰台科技园区,2001-05-15,一梯三户,简装,370
70年,非共有,63138,有,有抵押 50万元 业主自还,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-08-03,3室2厅1厨1卫,平层,板楼,2009年建/板楼,商品房,低楼层 (共9层),98.99㎡,首开常青藤一期,朝阳东坝,2011-07-11,一梯两户,精装,625
70年,共有,35565,有,无抵押,已上传房本照片,普通住宅,满五年,南,自供暖,2018-08-02,2室1厅1厨1卫,平层,塔楼,2011年建/塔楼,商品房,中楼层 (共14层),85.76㎡,加州水郡四期,房山长阳,2013-02-18,两梯六户,简装,305
70年,非共有,54478,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-18,2室1厅1厨1卫,平层,板楼,2002年建/板楼,商品房,顶层 (共7层),37.63㎡,长丰园二区,大兴科技园区,2012-08-29,一梯两户,精装,205
70年,非共有,59872,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-08-05,3室2厅1厨2卫,平层,板楼,2012年建/板楼,商品房,底层 (共26层),173.37㎡,远洋东方公馆,通州玉桥,2013-09-05,两梯两户,毛坯,1038
70年,非共有,38936,无,有抵押 250万元 平安惠普 客户偿还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-20,3室1厅1厨2卫,平层,板楼,2001年建/板楼,已购公房,低楼层 (共6层),97.34㎡,西辛南区,顺义顺义城,2002-10-25,一梯两户,精装,379
70年,非共有,70366,有,无抵押,已上传房本照片,普通住宅,满五年,东,集中供暖,2018-07-23,2室1厅1厨1卫,平层,塔楼,1988年建/塔楼,商品房,中楼层 (共22层),61.82㎡,光熙门北里,朝阳西坝河,2011-07-13,两梯八户,简装,435
70年,共有,70669,有,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-16,3室2厅1厨2卫,平层,板楼,2005年建/板楼,商品房,低楼层 (共10层),120.28㎡,万年花城二期,丰台玉泉营,2009-03-19,一梯两户,简装,850
70年,非共有,93918,无,暂无数据,已上传房本照片,普通住宅,满五年,东南,集中供暖,2018-07-18,1室1厅1厨1卫,平层,板楼,1987年建/板楼,已购公房,底层 (共6层),33.54㎡,霞光里30号院,朝阳燕莎,2000-04-20,一梯四户,其他,315
70年,非共有,91599,有,无抵押,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-07-11,2室1厅1厨1卫,平层,板楼,1996年建/板楼,已购公房,低楼层 (共15层),85.7㎡,西直门北大街甲41号,西城西直门,2004-09-13,一梯五户,简装,785
70年,非共有,39760,有,有抵押 20万元 中信银行 客户偿还,已上传房本照片,普通住宅,满五年,南,集中供暖,2018-07-16,1室1厅1厨1卫,平层,板塔结合,2007年建/板塔结合,商品房,底层 (共11层),69.92㎡,大城小镇,大兴旧宫,2009-08-10,一梯三户,简装,278
70年,非共有,60245,有,有抵押 80万元 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-27,3室2厅1厨2卫,平层,板楼,2009年建/板楼,商品房,低楼层 (共6层),161.01㎡,世华水岸B区,丰台赵公口,2009-12-14,一梯两户,精装,970
70年,非共有,67269,有,无抵押,已上传房本照片,普通住宅,满五年,东北,集中供暖,2018-07-09,2室1厅1厨1卫,平层,板塔结合,2005年建/板塔结合,商品房,低楼层 (共20层),104.06㎡,美景东方,朝阳华威桥,2010-11-05,两梯七户,精装,700
70年,非共有,56074,有,无抵押,已上传房本照片,普通住宅,满五年,西南,集中供暖,2018-06-24,3室1厅1厨1卫,平层,塔楼,1999年建/塔楼,商品房,中楼层 (共18层),110.57㎡,杏林园,丰台角门,2009-07-13,两梯十二户,简装,620
70年,非共有,50059,有,无抵押,已上传房本照片,普通住宅,满五年,西南,自供暖,2018-06-11,3室1厅1厨2卫,平层,塔楼,2001年建/塔楼,一类经济适用房,高楼层 (共28层),137.04㎡,百环花园,朝阳潘家园,2012-12-27,两梯九户,简装,686
70年,非共有,43616,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-17,3室2厅1厨2卫,平层,板楼,2004年建/板楼,私产,低楼层 (共6层),129.54㎡,天赐良园二期半,通州北关,2006-09-13,一梯两户,简装,565
70年,非共有,66713,无,无抵押,已上传房本照片,普通住宅,满五年,东 南 西,集中供暖,2018-06-10,3室2厅1厨2卫,平层,板楼,2000年建/板楼,商品房,中楼层 (共6层),131.91㎡,望兴居,朝阳望京,2004-09-01,一梯两户,简装,880
70年,非共有,31997,无,有抵押 30万元 客户偿还,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-05-16,3室2厅1厨2卫,平层,暂无数据,2007年建/暂无数据,商品房,中楼层 (共5层),121.89㎡,绿城百合公寓叠翠苑,房山阎村,2009-09-18,一梯两户,精装,390
70年,非共有,28067,无,有抵押 80万元 协商解压 客户偿还,已上传房本照片,普通住宅,满五年,南 北,自供暖,2018-05-27,2室2厅1厨2卫,平层,板楼,2002年建/板楼,商品房,中楼层 (共6层),117.22㎡,碧波园,房山长阳,2010-01-05,一梯两户,简装,329
未知,共有,18232,暂无数据,无抵押,已上传房本照片,普通住宅,满五年,南 北,暂无数据,2018-04-26,3室1厅1厨1卫,平层,板楼,2004年建/板楼,商品房,底层 (共6层),101.47㎡,沁馥家园,房山窦店,2013-09-30,一梯两户,简装,185
70年,非共有,54882,有,有抵押 300万元 民生银行 业主自还,已上传房本照片,普通住宅,满五年,西,集中供暖,2018-05-19,3室1厅1厨1卫,平层,塔楼,1997年建/塔楼,商品房,中楼层 (共14层),138.48㎡,劲松嘉园,朝阳劲松,2004-10-26,两梯十户,简装,760
70年,非共有,68228,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-04-29,3室1厅1厨2卫,平层,板楼,2001年建/板楼,商品房,中楼层 (共5层),130.3㎡,枫丹丽舍,海淀西三旗,2004-04-08,一梯两户,简装,889
70年,非共有,35256,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-06-05,3室1厅1厨1卫,平层,板楼,1998年建/板楼,商品房,顶层 (共6层),87.93㎡,德茂小区,大兴瀛海,2007-07-09,一梯两户,简装,310
70年,非共有,51339,有,无抵押,已上传房本照片,普通住宅,满五年,南,自供暖,2018-05-14,2室1厅1厨1卫,平层,板塔结合,2010年建/板塔结合,限价商品房,中楼层 (共15层),81.42㎡,溪城家园,昌平立水桥,2012-10-18,两梯五户,简装,418
chanquan,chanquansuoshu,danjia,dianti,diyaxinxi,fangben,fanghuyongtu,fangwunianxian,fangxiang,gongnuan,guapai,huxing,huxingjiegou,huxingleixing,jianzhunian,jiaoyiquanshu,louceng,mianji,name,qu,shangcijiaoyi,tihu,zhuangxiu,zongjia
70年,非共有,56354,有,无抵押,已上传房本照片,普通住宅,未满两年,南,集中供暖,2018-03-03,2室1厅1厨1卫,平层,板塔结合,2010年建/板塔结合,商品房,低楼层 (共26层),88.37㎡,融景城,石景山八角,2017-12-08,两梯四户,精装,498
70年,非共有,48909,有,有抵押 360万元 有两个贷款，共计360万 客户偿还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2017-12-03,3室1厅1厨2卫,平层,塔楼,2001年建/塔楼,商品房,低楼层 (共30层),167.66㎡,都会华庭,朝阳十里堡,2009-12-15,三梯八户,精装,820
40年,非共有,31280,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-02-22,3室2厅1厨2卫,平层,板楼,2002年建/板楼,商品房,顶层 (共6层),138.11㎡,拓然家苑,昌平南邵,2012-12-21,一梯两户,精装,432
70年,共有,78986,有,暂无数据,已上传房本照片,普通住宅,未满两年,西南,集中供暖,2018-04-08,2室1厅1厨1卫,平层,板塔结合,2010年建/板塔结合,商品房,底层 (共15层),83.56㎡,益丰苑,丰台丽泽,2017-08-24,一梯三户,精装,660
70年,非共有,30640,有,无抵押,已上传房本照片,普通住宅,满五年,东 南 北,自供暖,2017-11-09,4室2厅1厨2卫,平层,板塔结合,2009年建/板塔结合,商品房,低楼层 (共12层),140.34㎡,加州水郡三期,房山长阳,2011-11-07,一梯两户,精装,430
未知,非共有,90839,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-07-25,2室1厅1厨1卫,平层,板楼,1988年建/板楼,已购公房,高楼层 (共6层),64.4㎡,翠微东里,海淀公主坟,2010-08-02,一梯三户,精装,585
70年,非共有,57709,有,有抵押 10万元 建设银行 业主自还,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-03-02,3室1厅1厨2卫,平层,板楼,1997年建/板楼,商品房,高楼层 (共6层),207.94㎡,嘉禾园,朝阳潘家园,2001-07-30,一梯两户,精装,1200
70年,非共有,71966,有,有抵押 152万元 中信银行 客户偿还,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2018-08-03,3室1厅1厨2卫,平层,板楼,2012年建/板楼,商品房,中楼层 (共11层),125.06㎡,首开国风美唐一期,昌平回龙观,2014-04-18,一梯两户,精装,900
70年,共有,49787,有,暂无数据,已上传房本照片,普通住宅,满五年,西南,自供暖,2019-01-06,3室2厅1厨1卫,平层,板塔结合,2011年建/板塔结合,限价商品房,低楼层 (共21层),84.36㎡,东泽园,朝阳东坝,2014-01-06,一梯四户,其他,420
70年,非共有,71583,有,无抵押,已上传房本照片,普通住宅,满两年,南 北,集中供暖,2017-12-02,4室2厅1厨2卫,平层,板楼,2001年建/板楼,商品房,中楼层 (共14层),171.83㎡,绿荫芳邻,朝阳望京,2015-08-21,一梯两户,简装,1230
70年,共有,94525,无,无抵押,已上传房本照片,普通住宅,满两年,东 西 北,集中供暖,2018-01-02,3室1厅1厨1卫,平层,板楼,1984年建/板楼,商品房,顶层 (共6层),63.37㎡,北新桥头条,东城东直门,2015-11-04,一梯三户,简装,599
70年,非共有,37778,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2018-12-27,3室1厅1厨1卫,平层,板楼,未知年建/板楼,已购公房,中楼层 (共5层),86.03㎡,石油大学松园宿舍,昌平东关,2004-05-26,一梯两户,精装,325
70年,共有,61819,无,无抵押,已上传房本照片,普通住宅,满五年,南 北,集中供暖,2019-01-04,2室1厅1厨1卫,平层,板楼,1979年建/板楼,私产,中楼层 (共6层),52.25㎡,劲松三区,朝阳劲松,2007-07-04,一梯两户,简装,323
